user_id,product_id,rating,timestamp
624,355,3,2024-03-15 04:30:54
81,149,4,2024-06-12 10:14:09
35,387,4,2024-09-29 04:59:33
33,309,4,2024-08-12 07:52:13
378,292,3,2024-10-14 13:52:14
646,53,5,2025-01-26 03:50:56
368,211,5,2024-06-15 14:39:44
196,438,1,2024-07-31 16:29:42
622,200,3,2024-11-06 12:54:37
808,454,5,2024-07-12 07:50:49
26,340,4,2024-07-03 05:26:08
49,376,3,2024-09-03 18:09:38
54,256,3,2024-03-14 23:56:18
954,203,1,2025-02-28 07:57:05
576,332,3,2024-07-12 22:54:12
520,308,5,2025-01-18 22:21:43
73,355,2,2025-02-06 23:37:09
885,338,2,2024-08-14 08:56:41
134,54,1,2024-10-02 07:19:30
133,369,3,2024-06-28 14:44:38
207,271,5,2024-03-27 10:45:36
940,148,5,2024-09-08 07:39:48
404,137,3,2024-06-14 04:38:56
311,487,5,2024-10-29 14:50:47
357,362,3,2024-06-08 15:04:31
876,487,5,2024-06-03 03:10:28
263,427,2,2025-03-06 14:23:52
68,422,4,2024-03-20 00:58:09
325,206,1,2024-11-27 20:17:52
576,137,5,2024-07-29 18:23:24
664,105,2,2024-11-07 18:26:49
439,337,2,2024-10-03 02:49:08
351,469,2,2024-07-16 16:27:28
119,299,3,2024-10-19 05:42:30
856,412,1,2024-09-30 03:16:40
244,156,4,2024-06-06 02:16:28
605,474,2,2024-03-13 10:20:32
776,476,3,2024-06-14 09:15:38
823,147,3,2025-01-09 14:55:35
744,9,1,2024-06-17 19:34:59
999,435,5,2024-11-21 07:05:59
712,193,5,2024-06-07 02:49:47
472,177,3,2024-04-20 17:18:16
106,178,5,2024-04-22 06:08:42
321,200,5,2024-04-19 17:40:21
599,275,2,2025-02-12 09:30:43
93,68,3,2024-12-16 16:27:45
259,156,4,2024-09-06 06:06:55
276,120,1,2024-07-20 22:14:58
627,483,2,2024-12-30 02:01:23
435,133,5,2024-06-09 12:32:32
344,322,5,2024-05-12 20:37:43
813,104,2,2024-09-13 06:23:24
942,491,1,2024-06-01 20:29:13
178,109,1,2024-12-29 12:43:41
718,359,5,2024-12-10 21:55:09
177,76,2,2024-06-07 16:26:31
343,49,4,2024-07-07 14:19:04
986,50,3,2024-07-03 00:51:33
718,254,4,2024-08-11 16:31:19
162,29,5,2025-02-23 10:22:25
737,315,4,2024-09-07 02:37:57
258,405,2,2024-08-10 14:33:53
349,284,4,2024-04-29 12:55:02
73,455,4,2024-07-21 22:39:04
561,186,2,2024-07-12 07:51:53
218,82,5,2024-08-10 13:16:19
382,327,2,2025-01-16 18:16:55
808,405,1,2024-10-10 06:58:26
175,173,4,2025-02-10 14:53:31
355,330,5,2024-07-21 14:02:35
748,166,4,2024-11-10 20:41:15
886,456,1,2024-09-11 00:35:51
643,404,1,2024-06-26 22:41:46
62,46,3,2024-06-02 17:00:18
180,194,2,2024-04-21 13:57:29
739,383,1,2024-05-30 00:27:42
683,187,1,2024-03-18 23:58:35
42,10,2,2024-05-02 18:24:46
985,209,3,2024-04-13 01:50:39
519,233,1,2024-06-13 23:01:49
839,9,5,2024-06-01 05:30:33
32,360,5,2024-12-27 06:25:03
334,471,2,2024-10-06 10:30:15
378,447,2,2025-03-07 11:43:22
210,208,1,2024-07-10 07:21:58
768,234,3,2024-11-01 16:04:02
905,284,2,2024-09-13 03:41:10
65,481,2,2024-09-16 14:25:43
356,152,4,2024-07-31 20:28:41
588,113,3,2024-05-28 08:27:25
473,216,5,2024-11-26 17:01:48
897,427,2,2024-06-08 21:25:27
438,404,4,2024-06-15 04:30:16
365,46,3,2024-06-08 08:08:58
102,254,5,2024-09-15 23:28:40
833,233,1,2024-08-15 06:41:04
824,396,3,2024-11-18 13:34:51
497,158,5,2024-07-07 20:15:50
259,393,2,2024-07-29 14:25:10
225,268,4,2024-03-10 17:31:01
460,136,4,2024-10-03 09:29:22
43,182,2,2024-03-24 18:29:54
660,392,5,2024-09-21 03:25:22
932,78,4,2025-02-16 18:08:38
767,341,4,2025-02-02 12:57:01
802,123,5,2024-03-11 14:28:53
375,394,3,2024-08-26 19:34:54
753,313,3,2024-07-15 16:35:28
410,414,5,2024-09-17 14:25:04
704,171,3,2024-06-06 09:36:52
422,342,3,2024-03-18 05:31:24
747,384,4,2024-08-19 00:56:10
545,56,5,2024-07-18 03:27:55
547,406,5,2025-02-20 03:41:37
350,400,5,2025-01-27 23:23:24
506,119,4,2024-06-11 04:52:49
325,13,4,2024-11-05 14:17:04
533,112,3,2024-05-16 14:40:26
595,400,1,2024-05-19 00:43:24
84,180,3,2024-09-27 20:26:21
978,89,2,2025-02-24 05:53:28
858,29,1,2024-05-24 02:40:58
370,326,5,2024-06-15 06:53:40
100,305,1,2024-11-22 10:42:18
924,149,3,2025-01-09 21:16:59
499,377,4,2024-11-14 12:35:20
493,309,4,2024-11-16 01:01:22
839,295,2,2025-01-30 14:00:00
653,41,4,2025-03-05 18:38:08
623,486,4,2024-12-10 22:08:53
48,477,2,2024-10-08 17:25:16
782,413,4,2024-05-24 12:09:40
419,419,5,2024-07-28 21:03:18
161,16,4,2024-10-31 00:00:03
666,300,5,2024-10-23 04:10:44
793,436,4,2024-04-04 23:22:42
108,166,1,2024-08-04 04:31:06
774,12,1,2024-12-05 20:27:01
110,452,2,2025-01-29 22:12:38
781,107,5,2024-08-06 10:52:48
200,270,4,2024-07-12 20:36:18
614,74,5,2025-03-09 16:34:03
732,292,1,2025-03-05 06:47:12
138,94,2,2025-02-09 08:58:41
704,330,1,2024-06-09 05:41:06
630,165,1,2025-01-22 23:17:02
351,384,3,2024-06-21 09:34:44
132,359,4,2024-07-10 20:21:46
192,480,4,2024-08-27 05:15:31
344,180,4,2024-04-11 03:22:04
902,452,5,2024-11-04 22:50:48
922,446,5,2024-05-31 15:01:31
911,331,3,2024-10-28 01:42:06
979,84,3,2024-05-26 14:14:53
1000,58,3,2025-01-31 23:39:42
784,362,1,2024-10-22 07:44:52
418,354,2,2024-05-03 10:08:39
534,408,3,2024-06-13 04:22:53
880,402,1,2025-03-03 21:19:11
550,290,2,2024-04-05 22:15:40
693,303,4,2025-02-26 19:53:12
376,490,1,2024-04-16 15:14:50
229,62,2,2024-11-25 18:12:26
966,409,1,2025-02-04 07:12:36
968,301,5,2024-11-22 10:18:33
342,248,5,2024-04-28 08:45:54
763,139,1,2024-06-19 18:27:44
703,426,4,2024-04-25 13:18:53
578,423,1,2024-08-19 02:51:52
63,176,5,2024-06-10 13:50:54
193,115,2,2025-02-12 04:48:17
612,35,3,2024-07-14 20:04:22
515,227,5,2024-12-15 11:05:02
466,457,3,2024-10-10 17:34:00
670,3,3,2024-03-18 10:52:10
143,113,2,2024-10-02 17:15:09
919,129,2,2025-01-27 14:19:44
958,227,5,2024-10-24 01:10:41
623,86,3,2024-05-08 14:23:40
942,404,3,2024-06-10 15:23:39
704,281,1,2025-01-26 00:21:18
943,450,1,2024-04-26 08:00:29
426,114,1,2025-02-01 12:02:36
573,242,1,2025-01-07 03:13:15
462,12,4,2024-11-26 02:52:26
967,148,4,2025-02-02 06:05:14
889,220,2,2024-11-09 13:37:13
505,26,5,2024-06-07 07:19:26
370,312,4,2024-03-18 14:44:21
351,357,1,2024-05-23 13:29:39
33,120,3,2024-03-21 01:50:24
842,58,1,2024-12-22 12:50:19
524,118,3,2024-03-25 16:24:15
68,361,4,2025-02-04 18:43:49
87,192,4,2024-07-30 05:42:45
365,141,2,2024-06-10 15:59:03
671,326,1,2024-08-02 23:13:59
695,295,1,2024-05-26 13:22:59
615,216,2,2024-07-26 02:18:10
499,400,5,2024-05-07 09:26:10
783,35,5,2024-09-23 15:28:10
832,244,4,2024-03-13 12:30:59
275,444,2,2024-11-11 04:49:27
795,384,2,2024-08-08 17:31:33
399,231,4,2024-09-09 18:07:37
1000,233,5,2024-08-16 12:00:42
155,299,4,2024-08-19 14:11:40
507,60,2,2025-02-03 07:53:09
728,225,2,2024-09-22 09:07:46
748,391,2,2025-01-05 20:54:22
553,79,1,2024-03-24 03:46:01
124,137,3,2024-09-21 09:41:01
589,474,1,2024-12-20 16:37:58
258,217,4,2024-07-03 17:13:22
162,1,3,2024-03-12 09:53:46
350,360,1,2024-09-08 13:33:50
484,319,5,2024-04-07 22:48:06
911,133,5,2024-09-20 22:57:21
586,228,4,2024-07-10 02:33:17
935,121,4,2024-06-09 06:06:29
853,170,5,2024-04-27 19:17:57
703,441,2,2024-03-29 20:41:38
736,35,3,2024-12-27 01:50:54
999,478,5,2024-03-11 01:49:57
743,60,2,2024-06-03 21:10:24
27,11,5,2025-02-10 03:26:58
953,218,2,2024-04-16 02:05:17
803,158,4,2024-05-19 19:37:22
496,233,5,2024-12-30 19:33:47
376,102,3,2024-03-19 14:27:06
343,302,3,2024-06-14 17:16:02
978,40,2,2024-04-21 09:53:24
323,145,5,2024-06-24 04:08:47
356,198,4,2024-12-28 00:12:49
110,124,4,2024-06-29 06:50:30
461,302,5,2025-03-04 11:26:35
591,391,3,2024-11-15 21:51:57
992,326,2,2024-06-04 18:03:18
266,187,3,2024-05-20 01:34:07
619,274,4,2024-09-22 21:40:36
987,192,3,2025-01-03 09:08:49
463,52,2,2024-09-06 11:23:04
772,61,1,2025-01-16 20:32:39
123,118,5,2025-01-30 12:39:18
254,3,2,2025-01-14 22:54:39
292,220,4,2024-09-13 01:10:06
792,374,2,2024-10-18 15:37:25
178,148,5,2024-08-20 11:19:43
800,75,5,2025-02-15 01:33:02
74,131,5,2024-05-19 11:13:22
167,420,2,2024-12-20 19:58:05
401,12,4,2024-10-29 05:29:26
600,484,4,2025-01-16 10:47:50
903,104,1,2024-05-09 22:54:24
536,357,2,2024-03-25 07:30:44
200,295,3,2024-08-17 11:10:55
238,33,3,2024-10-24 03:35:47
236,19,2,2024-05-29 01:58:05
289,239,4,2024-08-29 02:29:04
245,382,4,2025-01-27 01:00:23
324,58,4,2025-01-31 01:40:54
141,377,1,2024-03-30 21:08:16
266,169,5,2024-11-04 15:21:19
469,227,4,2024-05-22 23:40:32
752,418,4,2024-04-09 09:23:54
432,322,1,2024-05-25 11:19:22
641,129,3,2024-04-06 13:36:52
707,86,1,2024-03-27 10:36:43
513,442,1,2024-08-03 15:50:41
672,142,5,2024-04-09 23:25:03
957,79,4,2024-09-15 00:05:50
332,409,5,2024-08-18 13:22:08
425,423,2,2025-02-25 04:04:04
805,148,3,2024-07-07 19:12:23
473,29,3,2024-10-20 22:16:48
899,397,1,2024-11-24 11:45:01
785,36,2,2024-08-26 14:56:27
58,451,3,2024-07-04 08:31:12
694,118,5,2024-08-07 19:42:26
697,299,1,2024-08-17 01:16:10
367,291,4,2024-06-13 02:55:41
672,441,1,2024-08-16 02:50:46
479,299,1,2024-03-14 22:19:46
583,396,4,2025-01-01 16:08:10
890,26,3,2024-04-29 01:35:03
454,64,2,2025-02-26 23:30:49
174,306,1,2024-12-02 14:50:30
386,109,3,2024-10-13 00:22:22
542,72,3,2024-12-26 02:45:24
650,100,1,2024-11-24 11:34:52
942,328,4,2024-07-18 09:43:42
173,234,2,2024-03-28 14:03:54
212,293,3,2024-12-11 23:08:14
679,185,1,2025-01-04 21:10:23
340,393,3,2024-11-17 22:36:34
849,95,5,2025-03-01 11:07:31
221,480,3,2025-01-22 07:46:58
842,399,3,2024-03-17 14:49:26
494,56,5,2024-12-24 22:35:03
435,116,3,2024-04-20 08:46:44
649,190,4,2025-02-02 23:39:10
